Date,SecurityCode,SecurityName,LTP,52WeekHigh,Prev52WHighPrice,Prev52WHighDate,AllTimeHighPrice,AllTimeHighDate
2026-09-23,531515,MAHANIN,20.83,20.83,19.84,22 Sep 2026,45.9,08 Jul 1996
2026-09-23,513269,MANINDS,988.95,1005.7,945.0,10 Sep 2026,1005.7,23 Sep 2026
2026-09-23,505324,MANUGRAPH,23.41,24.2,24.0,29 Sep 2025,1000.0,05 Sep 2005
2026-09-23,531680,MAYUR,42.26,45.96,45.54,22 Sep 2026,164.25,13 Sep 2010
2026-09-23,531221,MAYURFL,20.66,21.0,20.4,23 Oct 2025,22.7,07 Oct 2022
2026-09-23,532629,MBECL,438.56,438.56,429.97,22 Sep 2026,438.56,23 Sep 2026
2026-09-23,544868,MILKYMIST,317.3,317.3,304.7,15 Sep 2026,317.3,23 Sep 2026
2026-09-23,544826,MILLWORKS,1234.15,1306.0,1294.0,22 Sep 2026,1306.0,23 Sep 2026
2026-09-23,521244,MKPMOB,185.85,185.85,177.8,22 Sep 2026,348.6,06 Aug 2024
2026-09-23,532470,MPFSL,8.46,8.46,8.06,22 Sep 2026,96.09,14 Oct 2024
2026-09-23,544916,MPIMANIPAL,373.3,405.5,358.85,21 Sep 2026,405.5,23 Sep 2026
2026-09-23,500460,MUKANDLTD,157.6,158.3,154.2,18 May 2026,500.0,02 Apr 1992
2026-09-23,531049,NEELKAN,62.88,65.63,63.0,11 Aug 2026,65.63,23 Sep 2026
2026-09-23,508867,NEWMKTAVE,77.61,77.61,73.92,22 Sep 2026,77.61,23 Sep 2026
2026-09-23,539200,NOBPOL,15.66,15.66,15.36,22 Sep 2026,129.6,12 Aug 2015
2026-09-23,500730,NOCIL,206.75,211.0,203.25,23 Jun 2026,3500.0,31 Mar 1992
2026-09-23,530367,NRBBEARING,540.85,548.95,538.7,21 Sep 2026,654.5,17 May 2006
2026-09-23,544748,ONEPOINT,68.57,70.5,66.0,29 May 2026,70.5,23 Sep 2026
2026-09-23,530135,OPTIEMUS,828.35,850.05,712.95,25 Sep 2025,873.65,26 Sep 2024
2026-09-23,500456,PASUPTAC,79.91,81.28,78.99,08 Jun 2026,81.28,23 Sep 2026
2026-09-23,544460,PATELCHEM,111.0,114.1,113.99,31 Aug 2026,120.89,17 Sep 2025
2026-09-23,534809,PCJEWELLER,14.49,14.87,14.45,08 Sep 2026,600.65,16 Jan 2018
2026-09-23,517119,PCS,30.79,31.06,30.61,13 Oct 2025,190.0,09 Feb 2000
2026-09-23,532808,PGIL,1300.0,1310.0,1285.83,10 Aug 2026,2571.65,10 Aug 2026
2026-09-23,544844,PPEL,790.2,794.1,753.0,22 Sep 2026,794.1,23 Sep 2026
2026-09-23,544912,PRASOLCHEM,741.25,746.5,734.3,18 Sep 2026,746.5,23 Sep 2026
2026-09-23,519299,PRIMIND,69.15,69.15,65.86,22 Sep 2026,282.95,04 Mar 2024
2026-09-23,544899,PRIORITY,262.05,268.0,248.25,07 Sep 2026,268.0,23 Sep 2026
2026-09-23,540703,PROCLB,48.0,49.95,48.9,22 Sep 2026,56.66,23 Dec 2024
2026-09-23,526494,PROMACT,16.24,16.24,15.47,22 Sep 2026,28.0,27 Jul 2005
2026-09-23,511116,QUADRANT,0.9,0.9,0.86,22 Sep 2026,290.0,02 Feb 1994
2026-09-23,539515,QUINT,84.35,84.35,80.34,22 Sep 2026,638.05,04 Mar 2022
2026-09-23,511185,RAJVI,31.31,31.31,29.82,18 Sep 2026,31.31,23 Sep 2026
2026-09-23,540065,RBLBANK,427.0,429.55,424.15,22 Sep 2026,716.55,28 May 2019
2026-09-23,544755,RECODE,416.7,416.7,396.9,22 Sep 2026,416.7,23 Sep 2026
2026-09-23,532805,REDINGTON,401.05,419.55,413.35,18 Sep 2026,458.0,03 Jan 2008
2026-09-23,531888,REXNORD,100.51,104.5,98.4,05 Jun 2026,175.0,29 May 2023
2026-09-23,532923,RGL,170.75,173.4,163.35,15 Sep 2026,1090.0,18 Jan 2022
2026-09-23,526492,RISHIROOP,139.3,141.45,134.7,26 Sep 2025,292.75,17 Oct 2024
2026-09-23,502448,ROLLT,6.38,6.51,6.2,22 Sep 2026,950.0,31 Mar 1992
2026-09-23,530179,RSCINT,96.76,96.76,94.87,22 Sep 2026,96.76,23 Sep 2026
2026-09-23,503169,RUBYMILLS,487.25,518.45,499.0,07 Sep 2026,10250.0,14 Oct 1992
2026-09-23,543897,SANCODE,761.9,761.9,747.0,22 Sep 2026,761.9,23 Sep 2026
2026-09-23,543358,SANSERA,4616.55,4744.0,4630.0,22 Sep 2026,4744.0,23 Sep 2026
2026-09-23,538992,SAPL,7400.1,7400.1,7118.75,22 Sep 2026,7400.1,23 Sep 2026
2026-09-23,541929,SGIL,670.1,695.0,660.0,24 Aug 2026,695.0,23 Sep 2026
2026-09-23,544685,SHADOWFAX,285.35,290.05,287.95,22 Sep 2026,290.05,23 Sep 2026
2026-09-23,544459,SHANTIGOLD,288.75,294.9,280.45,24 Aug 2026,294.9,23 Sep 2026
2026-09-23,524336,SHHARICH,324.85,324.85,309.4,22 Sep 2026,324.85,23 Sep 2026
2026-09-23,544490,SHREEJISPG,724.0,728.65,728.0,10 Sep 2026,728.65,23 Sep 2026
2026-09-23,544607,SHTL,177.24,177.56,171.0,22 Sep 2026,177.56,23 Sep 2026
2026-09-23,543299,SHYAMMETL,1106.85,1125.0,1119.85,22 Sep 2026,1125.0,23 Sep 2026
2026-09-23,532408,SIGMAADV,941.65,969.9,953.0,22 Sep 2026,969.9,23 Sep 2026
2026-09-23,513472,SIMPLEXCAS,140.4,146.5,140.1,22 Sep 2026,623.5,02 Dec 2025
2026-09-23,540269,SKL,13.0,13.0,12.6,22 Sep 2026,19.4,16 Jan 2018
2026-09-23,541799,SMEL,25.57,25.57,24.36,22 Sep 2026,39.3,07 Feb 2023
2026-09-23,505192,SMLMAH,6799.55,6885.45,6764.0,22 Sep 2026,6885.45,23 Sep 2026
2026-09-23,521036,SOURCEIND,62.18,62.18,60.97,22 Sep 2026,62.18,23 Sep 2026
2026-09-23,521178,SRMCL,65.45,66.7,64.99,22 Sep 2026,199.95,07 Aug 2002
2026-09-23,544934,SSRETAIL,765.15,766.9,,,766.9,23 Sep 2026
2026-09-23,526231,STDSFAC,183.3,183.3,174.58,22 Sep 2026,183.3,23 Sep 2026
2026-09-23,544914,STEAMHOUSE,110.97,113.59,112.95,22 Sep 2026,113.59,23 Sep 2026
2026-09-23,544395,STLNETWORK,49.67,49.67,47.31,22 Sep 2026,49.67,23 Sep 2026
2026-09-23,532348,SUBEXLTD,22.07,22.84,21.86,15 Sep 2026,887.0,14 Dec 2005
2026-09-23,544001,SUNITATOOL,1201.0,1222.0,1175.55,22 Sep 2026,1222.0,23 Sep 2026
2026-09-23,543373,SVRL,593.05,595.0,581.15,22 Sep 2026,595.0,23 Sep 2026
2026-09-23,533107,SWANDEF,2747.75,2800.0,2770.0,22 Sep 2026,2800.0,23 Sep 2026
2026-09-23,534369,TBZ,693.2,697.85,664.65,22 Sep 2026,697.85,23 Sep 2026
2026-09-23,544864,TECHNOCRAF,475.65,482.0,462.65,22 Sep 2026,482.0,23 Sep 2026
2026-09-23,544544,TELGE,264.95,264.95,252.35,22 Sep 2026,264.95,23 Sep 2026
2026-09-23,505400,TEXINFRA,123.5,126.55,122.15,07 Sep 2026,1965.5,02 Jan 2008
2026-09-23,507205,TI,601.45,608.1,593.95,25 Aug 2026,608.1,23 Sep 2026
2026-09-23,500414,TIMEX,728.7,747.65,729.0,18 Sep 2026,747.65,23 Sep 2026
2026-09-23,544740,TIPCO,289.2,304.0,299.0,08 Sep 2026,304.0,23 Sep 2026
2026-09-23,531411,TUNITEX,1.66,1.66,1.59,22 Sep 2026,329.4,06 Apr 2011
2026-09-23,505232,VELJAN,2075.75,2085.1,2050.0,22 Sep 2026,4200.0,28 Mar 2024
2026-09-23,543350,VIJAYA,1567.85,1592.0,1576.9,09 Sep 2026,1592.0,23 Sep 2026
2026-09-23,544371,VIKRAMAR,147.73,147.73,134.3,22 Sep 2026,148.85,05 May 2025
2026-09-23,530477,VIKRAMTH,426.8,440.0,393.05,22 Sep 2026,440.0,23 Sep 2026
2026-09-23,530177,VKGLOBAL,31.52,33.6,33.14,06 Oct 2025,70.0,08 Sep 1995
2026-09-23,509038,VOLLF,22.25,23.35,22.29,22 Sep 2026,40.55,14 Sep 2015
2026-09-23,532144,WELCORP,2796.05,2837.0,2828.9,22 Sep 2026,2837.0,23 Sep 2026
2026-09-23,533252,WELINV,2270.0,2288.85,2244.0,22 Sep 2026,2288.85,23 Sep 2026
2026-09-23,514162,WELSPUNLIV,223.7,233.15,224.0,22 Sep 2026,1007.15,14 Mar 2016
2026-09-23,538521,YAANENT,136.7,146.95,143.95,22 Sep 2026,146.95,23 Sep 2026
2026-09-23,522108,YUKEN,1136.8,1148.7,1148.55,16 Sep 2026,4990.0,30 Jan 2018
2026-09-23,544563,ZELIO,986.9,986.9,939.95,22 Sep 2026,986.9,23 Sep 2026
